Time,Overload,Underrange,Marker,LZF,LZFmax,LZFmax(t),LZFmin,LZFmin(t),LAF,LAFmax,LAFmax(t),LAFmin,LAFmin(t),LCF,LCFmax,LCFmax(t),LCFmin,LCFmin(t),LZS,LZSmax,LZSmax(t),LZSmin,LZSmin(t),LAS,LASmax,LASmax(t),LASmin,LASmin(t),LCS,LCSmax,LCSmax(t),LCSmin,LCSmin(t),LZI,LZImax,LZImax(t),LZImin,LZImin(t),LAI,LAImax,LAImax(t),LAImin,LAImin(t),LCI,LCImax,LCImax(t),LCImin,LCImin(t),LZeq(t),LAeq(t),LCeq(t),LZeq,LAeq,LCeq,LZE,LAE,LCE,LC - LA,LCeq - LAeq,LZIeq,LAIeq,LCIeq,LAIeq - LAeq,LZpk(t),LZpeak,LApk(t),LApeak,LCpk(t),LCpeak,LAtm5,LAtm5(t),LAtm5 - LAeq,LAF1,LAF5,LAF10,LAF50,LAF90,LAF95,LAF99,
s,,,,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,
1.25,,,,108.228469848633,110.532775878906,108.962242126465,108.159652709961,108.159652709961,108.098670959473,110.530899047852,108.800201416016,107.976303100586,107.976303100586,108.105743408203,110.41136932373,108.851783752441,108.050422668457,108.050422668457,109.148803710938,110.454833984375,109.294586181641,109.148406982422,109.148406982422,109.060546875,110.472717285156,109.208343505859,109.057571411133,109.057571411133,109.029624938965,110.330383300781,109.176261901855,109.029624938965,109.029624938965,109.705589294434,109.811767578125,109.779418945313,101.685859680176,109.697555541992,109.542778015137,109.649032592773,109.615013122559,101.706680297852,109.522819519043,109.596389770508,109.704177856445,109.673118591309,101.560958862305,109.596389770508,108.237464904785,108.108551025391,108.118713378906,108.51774597168,108.356079101563,108.402854919434,109.486846923828,109.325172424316,109.371948242188,0.010163095779717,0.0467771217226982,109.680709838867,109.509315490723,109.574043273926,1.15324473381042,119.9541015625,120.16773223877,120.882247924805,121.075012207031,119.901397705078,119.992179870605,0,0,0,109.163993835449,109.019996643066,108.840003967285,108.450004577637,108.099998474121,108.099998474121,108.099998474121,
1.375,,,,108.175514221191,110.532775878906,108.965217590332,108.159652709961,108.175514221191,107.99169921875,110.530899047852,108.800689697266,107.976303100586,107.99169921875,108.058921813965,110.41136932373,108.852157592773,108.050422668457,108.058921813965,109.07666015625,110.454833984375,109.212295532227,109.07666015625,109.07666015625,108.975631713867,110.472717285156,109.117965698242,108.975631713867,108.975631713867,108.958358764648,110.330383300781,109.094779968262,108.958358764648,108.958358764648,109.71533203125,109.811767578125,109.785934448242,101.685859680176,109.661628723145,109.536239624023,109.649032592773,109.608093261719,101.706680297852,109.497787475586,109.612464904785,109.704177856445,109.683334350586,101.560958862305,109.562911987305,108.540336608887,108.326202392578,108.43009185791,108.519805908203,108.353363037109,108.405334472656,109.90283203125,109.736396789551,109.788360595703,0.103884153068066,0.0519671812653542,109.683868408203,109.511779785156,109.57755279541,1.15840590000153,119.929092407227,120.16773223877,121.037200927734,121.075012207031,119.886306762695,119.992179870605,0,0,0,109.159996032715,109,108.800003051758,108.400001525879,108.099998474121,108.050003051758,108.01000213623,
1.5,,,,108.393417358398,110.532775878906,108.952667236328,108.159652709961,108.166618347168,108.208755493164,110.530899047852,108.793029785156,107.976303100586,107.98161315918,108.279655456543,110.41136932373,108.83869934082,108.050422668457,108.051818847656,109.039138793945,110.454833984375,109.143409729004,109.039138793945,109.039138793945,108.931053161621,110.472717285156,109.041961669922,108.931053161621,108.931053161621,108.921249389648,110.330383300781,109.02507019043,108.921249389648,108.921249389648,109.701019287109,109.811767578125,109.797561645508,101.685859680176,109.701019287109,109.539115905762,109.649032592773,109.637344360352,101.706680297852,109.535095214844,109.591430664063,109.704177856445,109.688026428223,101.560958862305,109.591430664063,108.778381347656,108.615478515625,108.663551330566,108.541946411133,108.375823974609,108.427444458008,110.302856445313,110.136734008789,110.188362121582,0.0480715781450272,0.0516244322061539,109.68529510498,109.514053344727,109.578704833984,1.1382349729538,119.981460571289,120.16773223877,120.970191955566,121.075012207031,119.825019836426,119.992179870605,0,0,0,109.15599822998,108.980003356934,108.790000915527,108.400001525879,108.099998474121,108.055000305176,108.011001586914,
1.625,,,,106.392219543457,110.532775878906,108.967788696289,106.392219543457,106.392219543457,106.211029052734,110.530899047852,108.802337646484,106.211029052734,106.211029052734,106.283882141113,110.41136932373,108.854682922363,106.283882141113,106.283882141113,108.757972717285,110.454833984375,109.082725524902,108.757972717285,108.757972717285,108.647163391113,110.472717285156,108.973777770996,108.647163391113,108.647163391113,108.640823364258,110.330383300781,108.964965820313,108.640823364258,108.640823364258,109.565078735352,109.811767578125,109.783889770508,101.685859680176,109.565078735352,109.382476806641,109.649032592773,109.60213470459,101.706680297852,109.382476806641,109.462142944336,109.704177856445,109.680641174316,101.560958862305,109.462142944336,105.872909545898,105.720588684082,105.766876220703,108.385787963867,108.220260620117,108.27165222168,110.494323730469,110.328796386719,110.380187988281,0.0462848246097565,0.0513928346335888,109.676170349121,109.504081726074,109.569854736328,1.28381276130676,119.732803344727,120.16773223877,120.852928161621,121.075012207031,119.603759765625,119.992179870605,0,0,0,109.152000427246,108.959999084473,108.779998779297,108.400001525879,108.019996643066,107.279998779297,106.416000366211,
1.75,,,,102.091796875,110.532775878906,106.219863891602,102.091796875,102.091796875,101.885528564453,110.530899047852,106.038093566895,101.885528564453,101.885528564453,101.977470397949,110.41136932373,106.111343383789,101.977470397949,101.977470397949,108.217224121094,110.454833984375,108.736351013184,108.217224121094,108.217224121094,108.105331420898,110.472717285156,108.625503540039,108.105331420898,108.105331420898,108.099830627441,110.330383300781,108.619194030762,108.099830627441,108.099830627441,109.204322814941,109.811767578125,109.550659179688,101.685859680176,109.204322814941,109.021148681641,109.649032592773,109.368041992188,101.706680297852,109.021148681641,109.101249694824,109.704177856445,109.447708129883,101.560958862305,109.101249694824,84.4546661376953,81.3703308105469,83.8407440185547,108.065299987793,107.899101257324,107.951011657715,110.495674133301,110.329483032227,110.381393432617,2.47040367126465,0.0519074834883213,109.644119262695,109.471313476563,109.53800201416,1.57220029830933,96.7712860107422,120.16773223877,93.4854049682617,121.075012207031,96.2414169311523,119.992179870605,0,0,0,109.147994995117,108.940002441406,108.770004272461,108.300003051758,106.73999786377,104.694999694824,102.458999633789,
1.875,,,,97.7795867919922,110.532775878906,101.919952392578,97.7795867919922,97.7795867919922,97.5441131591797,110.530899047852,101.711845397949,97.5441131591797,97.5441131591797,97.6576614379883,110.41136932373,101.804977416992,97.6576614379883,97.6576614379883,107.67497253418,110.454833984375,108.19556427002,107.67497253418,107.67497253418,107.5625,110.472717285156,108.083633422852,107.5625,107.5625,107.55744934082,110.330383300781,108.078155517578,107.55744934082,107.55744934082,108.842735290527,109.811767578125,109.189872741699,101.685859680176,108.842735290527,108.659255981445,109.649032592773,109.00666809082,101.706680297852,108.659255981445,108.739585876465,109.704177856445,109.086791992188,101.560958862305,108.739585876465,78.5917816162109,65.4180603027344,77.3788299560547,107.766021728516,107.599494934082,107.651657104492,110.496025085449,110.32950592041,110.38166809082,11.960765838623,0.0521617084741592,109.59504699707,109.421646118164,109.489105224609,1.82215511798859,88.0428161621094,120.16773223877,76.5738220214844,121.075012207031,87.1333465576172,119.992179870605,0,0,0,109.143997192383,108.919998168945,108.76000213623,108.199996948242,103.620002746582,100.580001831055,98.1159973144531,
2,,,,93.5072250366211,110.532775878906,97.6062393188477,93.5072250366211,93.5072250366211,93.2043533325195,110.530899047852,97.3704376220703,93.2043533325195,93.2043533325195,93.3717346191406,110.41136932373,97.4843444824219,93.3717346191406,93.3717346191406,107.132652282715,110.454833984375,107.653266906738,107.132652282715,107.132652282715,107.019653320313,110.472717285156,107.540786743164,107.019653320313,107.019653320313,107.015029907227,110.330383300781,107.535743713379,107.015029907227,107.015029907227,108.481094360352,109.811767578125,108.828262329102,101.685859680176,108.481094360352,108.297348022461,109.649032592773,108.64478302002,101.706680297852,108.297348022461,108.377899169922,109.704177856445,108.725120544434,101.560958862305,108.377899169922,77.3966369628906,63.7494964599609,76.3668365478516,107.485992431641,107.319221496582,107.37158203125,110.496292114258,110.329513549805,110.381881713867,12.6173477172852,0.0523654967546463,109.533203125,109.35929107666,109.427398681641,2.04007577896118,85.9513092041016,120.16773223877,74.8962097167969,121.075012207031,85.0516586303711,119.992179870605,0,0,0,109.139999389648,108.900001525879,108.75,108.199996948242,99.7000045776367,96.4250030517578,93.8449935913086,
2.125,,,,89.3936462402344,110.532775878906,93.3400650024414,89.3936462402344,89.3936462402344,88.8696441650391,110.530899047852,93.0310974121094,88.8696441650391,88.8696441650391,89.219856262207,110.41136932373,93.2041854858398,89.219856262207,89.219856262207,106.590621948242,110.454833984375,107.110969543457,106.590621948242,106.590621948242,106.476821899414,110.472717285156,106.997947692871,106.476821899414,106.476821899414,106.472854614258,110.330383300781,106.993339538574,106.472854614258,106.472854614258,108.119583129883,109.811767578125,108.466636657715,101.685859680176,108.119583129883,107.935455322266,109.649032592773,108.28288269043,101.706680297852,107.935455322266,108.016319274902,109.704177856445,108.363433837891,101.560958862305,108.016319274902,78.7856903076172,63.8671875,77.8933639526367,107.223068237305,107.055938720703,107.108604431152,110.496658325195,110.329528808594,110.382186889648,14.0261821746826,0.0526588186621666,109.461639404297,109.287292480469,109.355941772461,2.23134803771973,87.5007629394531,120.16773223877,75.1224670410156,121.075012207031,86.9082489013672,119.992179870605,0,0,0,109.136001586914,108.880004882813,108.73999786377,108.199996948242,95.7799987792969,92.3399963378906,89.5879974365234,
2.25,,,,85.9096069335938,110.532775878906,89.2323913574219,85.9096069335938,85.9096069335938,84.5581130981445,110.530899047852,88.6963348388672,84.5581130981445,84.5581130981445,85.6696929931641,110.41136932373,89.0532302856445,85.6696929931641,85.6696929931641,106.049034118652,110.454833984375,106.568939208984,106.049034118652,106.049034118652,105.933990478516,110.472717285156,106.455108642578,105.933990478516,105.933990478516,105.931129455566,110.330383300781,106.451156616211,105.931129455566,105.931129455566,107.758255004883,109.811767578125,108.105117797852,101.685859680176,107.758255004883,107.573554992676,109.649032592773,107.92098236084,101.706680297852,107.573554992676,107.654937744141,109.704177856445,108.001853942871,101.560958862305,107.654937744141,79.97509765625,64.7621231079102,79.3725051879883,106.975318908691,106.807716369629,106.860794067383,110.497138977051,110.329544067383,110.382614135742,14.6103897094727,0.0530745983123779,109.38264465332,109.207901000977,109.277038574219,2.40017986297607,89.2828826904297,120.16773223877,75.687744140625,121.075012207031,88.805778503418,119.992179870605,0,0,0,109.131996154785,108.860000610352,108.729995727539,108.150001525879,91.9100036621094,88.2550048828125,85.3310012817383,
2.375,,,,83.4811248779297,110.532775878906,85.8225936889648,83.4811248779297,83.4811248779297,80.2968978881836,110.530899047852,84.3866271972656,80.2968978881836,80.2968978881836,82.9968566894531,110.41136932373,85.5356903076172,82.9968566894531,82.9968566894531,105.50789642334,110.454833984375,106.027420043945,105.50789642334,105.50789642334,105.391166687012,110.472717285156,105.91227722168,105.391166687012,105.391166687012,105.389671325684,110.330383300781,105.909461975098,105.389671325684,105.389671325684,107.397094726563,109.811767578125,107.743827819824,101.685859680176,107.397094726563,107.211669921875,109.649032592773,107.559089660645,101.706680297852,107.211669921875,107.293632507324,109.704177856445,107.640472412109,101.560958862305,107.293632507324,80.7787322998047,64.9457092285156,79.7377090454102,106.741088867188,106.57292175293,106.626449584961,110.49772644043,110.329559326172,110.383087158203,14.7920036315918,0.053526371717453,109.297950744629,109.122840881348,109.192420959473,2.54991865158081,89.5336151123047,120.16773223877,76.3591079711914,121.075012207031,89.2714614868164,119.992179870605,0,0,0,109.127998352051,108.840003967285,108.720001220703,108.099998474121,88.0400009155273,84.1699981689453,81.0739974975586,
2.5,,,,81.3468475341797,110.532775878906,83.5585632324219,81.3468475341797,81.3468475341797,76.1843185424805,110.530899047852,80.1281127929688,76.1843185424805,76.1843185424805,80.75537109375,110.41136932373,82.9683837890625,80.75537109375,80.75537109375,104.966514587402,110.454833984375,105.486381530762,104.966514587402,104.966514587402,104.848358154297,110.472717285156,105.369453430176,104.848358154297,104.848358154297,104.848083496094,110.330383300781,105.368057250977,104.848083496094,104.848083496094,107.035820007324,109.811767578125,107.382705688477,101.685859680176,107.035820007324,106.849784851074,109.649032592773,107.197189331055,101.706680297852,106.849784851074,106.932258605957,109.704177856445,107.279197692871,101.560958862305,106.932258605957,79.6622314453125,65.2462463378906,78.8766021728516,106.518768310547,106.350173950195,106.404067993164,110.498168945313,110.329582214355,110.38346862793,13.6303577423096,0.0538937449455261,109.208877563477,109.03343963623,109.103408813477,2.68326616287231,88.6430969238281,120.16773223877,74.5521697998047,121.075012207031,86.6757278442383,119.992179870605,0,0,0,109.124000549316,108.819999694824,108.709999084473,108.099998474121,84.1699981689453,80.0950088500977,76.9789962768555,
2.625,,,,79.6577911376953,110.532775878906,81.2266693115234,79.6577911376953,79.6577911376953,72.3074493408203,110.530899047852,76.0179061889648,72.3074493408203,72.3074493408203,78.9517974853516,110.41136932373,80.6714019775391,78.9517974853516,78.9517974853516,104.424911499023,110.454833984375,104.944831848145,104.424911499023,104.424911499023,104.305534362793,110.472717285156,104.826644897461,104.305534362793,104.305534362793,104.306274414063,110.330383300781,104.826400756836,104.306274414063,104.306274414063,106.674423217773,109.811767578125,107.021362304688,101.685859680176,106.674423217773,106.487892150879,109.649032592773,106.835311889648,101.706680297852,106.487892150879,106.570777893066,109.704177856445,106.91780090332,101.560958862305,106.570777893066,78.381950378418,64.2593688964844,77.5218124389648,106.30721282959,106.138298034668,106.192459106445,110.498504638672,110.32958984375,110.383750915527,13.2624425888062,0.0541612915694714,109.116477966309,108.940734863281,109.011047363281,2.80243873596191,88.9998626708984,120.16773223877,75.15087890625,121.075012207031,86.5530548095703,119.992179870605,0,0,0,109.119995117188,108.800003051758,108.699996948242,108.099998474121,80.3000030517578,76.1999969482422,73.0800018310547,
2.75,,,,78.7271957397461,110.532775878906,79.8371047973633,78.6402587890625,78.6402587890625,68.9575653076172,110.530899047852,72.1523590087891,68.9575653076172,68.9575653076172,77.8851776123047,110.41136932373,78.9767456054688,77.7915344238281,77.7915344238281,103.883399963379,110.454833984375,104.403350830078,103.883399963379,103.883399963379,103.762725830078,110.472717285156,104.283828735352,103.762725830078,103.762725830078,103.764511108398,110.330383300781,104.284629821777,103.764511108398,103.764511108398,106.313034057617,109.811767578125,106.660003662109,101.685859680176,106.313034057617,106.126007080078,109.649032592773,106.473419189453,101.706680297852,106.126007080078,106.209297180176,109.704177856445,106.556327819824,101.560958862305,106.209297180176,78.1415710449219,64.0429077148438,77.1182479858398,106.105491638184,105.936279296875,105.990676879883,110.498817443848,110.329597473145,110.384002685547,13.0753383636475,0.0544041357934475,109.021560668945,108.84553527832,108.916175842285,2.90926718711853,86.9952697753906,120.16773223877,73.3279495239258,121.075012207031,85.5239410400391,119.992179870605,0,0,0,109.115997314453,108.79500579834,108.680000305176,108.050003051758,76.6100006103516,72.495002746582,69.693000793457,
2.875,,,,104.262130737305,110.532775878906,104.451309204102,78.3992919921875,78.3992919921875,104.150970458984,110.530899047852,104.325759887695,68.2647018432617,68.2647018432617,104.112365722656,110.41136932373,104.310989379883,77.5793762207031,77.5793762207031,104.165733337402,110.454833984375,104.187934875488,103.659591674805,103.659591674805,104.046127319336,110.472717285156,104.067497253418,103.532287597656,103.532287597656,104.040725708008,110.330383300781,104.064514160156,103.536773681641,103.536773681641,108.318786621094,109.811767578125,108.378105163574,101.685859680176,106.159446716309,108.187026977539,109.649032592773,108.246070861816,101.706680297852,105.96996307373,108.200332641602,109.704177856445,108.260078430176,101.560958862305,106.054222106934,105.772598266602,105.657203674316,105.617340087891,106.091537475586,105.924514770508,105.97509765625,110.677909851074,110.510879516602,110.561477661133,-0.039860974997282,0.050589919090271,108.993255615234,108.818893432617,108.887390136719,2.89438724517822,119.566986083984,120.16773223877,120.387496948242,121.075012207031,119.348106384277,119.992179870605,0,0,0,109.111999511719,108.790000915527,108.659996032715,108,77.0200042724609,72.6900024414063,69.7259979248047,
3,,,,107.330841064453,110.532775878906,107.929229736328,78.3992919921875,104.631538391113,107.141448974609,110.530899047852,107.756225585938,68.2647018432617,104.52465057373,107.217140197754,110.41136932373,107.813606262207,77.5793762207031,104.470588684082,105.027809143066,110.454833984375,105.080047607422,103.659591674805,104.21607208252,104.88549041748,110.472717285156,104.944580078125,103.532287597656,104.097206115723,104.90754699707,110.330383300781,104.959899902344,103.536773681641,104.089111328125,109.803680419922,109.861976623535,109.861976623535,101.685859680176,108.322868347168,109.618293762207,109.677360534668,109.677360534668,101.706680297852,108.191360473633,109.702011108398,109.760246276855,109.760246276855,101.560958862305,108.203872680664,108.782432556152,108.580551147461,108.674255371094,106.244117736816,106.074493408203,106.128303527832,111.015327453613,110.845710754395,110.899513244629,0.0937154591083527,0.0538042187690735,109.030220031738,108.855316162109,108.924560546875,2.78081917762756,119.820335388184,120.16773223877,120.891082763672,121.075012207031,119.683532714844,119.992179870605,0,0,0,109.108001708984,108.785003662109,108.639999389648,107.550003051758,77.4300003051758,72.8850021362305,69.7590026855469,
3.125,,,,108.305213928223,110.532775878906,108.672721862793,78.3992919921875,107.185256958008,108.124252319336,110.530899047852,108.508804321289,68.2647018432617,106.997711181641,108.195411682129,110.41136932373,108.563522338867,77.5793762207031,107.07194519043,105.698791503906,110.454833984375,105.727378845215,103.659591674805,105.011985778809,105.552017211914,110.472717285156,105.584732055664,103.532287597656,104.869987487793,105.580451965332,110.330383300781,105.609085083008,103.536773681641,104.891815185547,109.785697937012,109.861976623535,109.819625854492,101.685859680176,109.741912841797,109.607116699219,109.677360534668,109.642044067383,101.706680297852,109.568298339844,109.692123413086,109.760246276855,109.726104736328,101.560958862305,109.639015197754,108.88037109375,108.722122192383,108.767379760742,106.386795043945,106.217971801758,106.271179199219,111.335296630859,111.166473388672,111.219673156738,0.0452579185366631,0.0531970635056496,109.063102722168,108.888023376465,108.958015441895,2.67004132270813,120.057662963867,120.16773223877,121.030281066895,121.075012207031,119.958511352539,119.992179870605,0,0,0,109.103996276855,108.779998779297,108.619995117188,108,77.8400039672852,73.0800018310547,69.7919998168945,
3.25,,,,108.732009887695,110.532775878906,108.864379882813,78.3992919921875,107.888229370117,108.568359375,110.530899047852,108.702705383301,68.2647018432617,107.712013244629,108.624176025391,110.41136932373,108.756797790527,77.5793762207031,107.776000976563,106.206619262695,110.454833984375,106.218955993652,103.659591674805,105.655830383301,106.059616088867,110.472717285156,106.07243347168,103.532287597656,105.509826660156,106.089736938477,110.330383300781,106.102127075195,103.536773681641,105.537017822266,109.800346374512,109.862899780273,109.862899780273,101.685859680176,109.745780944824,109.620819091797,109.682350158691,109.682350158691,101.706680297852,109.56950378418,109.696151733398,109.760246276855,109.758804321289,101.560958862305,109.651496887207,108.807945251465,108.6611328125,108.695739746094,106.509696960449,106.342323303223,106.394302368164,111.628532409668,111.461151123047,111.513137817383,0.034596461802721,0.0519785061478615,109.093894958496,108.918617248535,108.988845825195,2.5762939453125,119.830596923828,120.16773223877,120.927764892578,121.075012207031,119.830490112305,119.992179870605,0,0,0,109.099998474121,108.775001525879,108.649993896484,108.049995422363,78.25,73.2750015258789,69.8249969482422,
3.375,,,,108.961578369141,110.532775878906,108.961578369141,78.3992919921875,108.134696960449,108.793937683105,110.530899047852,108.793937683105,68.2647018432617,107.952178955078,108.851150512695,110.41136932373,108.851150512695,77.5793762207031,108.021697998047,106.603103637695,110.454833984375,106.603103637695,103.659591674805,106.141273498535,106.45206451416,110.472717285156,106.45206451416,103.532287597656,105.989646911621,106.48649597168,110.330383300781,106.48649597168,103.536773681641,106.023979187012,109.857131958008,109.862899780273,109.857131958008,101.685859680176,109.727180480957,109.678039550781,109.682350158691,109.678039550781,101.706680297852,109.549835205078,109.754837036133,109.760246276855,109.754837036133,101.560958862305,109.633193969727,108.748435974121,108.580795288086,108.63232421875,106.616851806641,106.449462890625,106.501403808594,111.89958190918,111.732192993164,111.784141540527,0.0515256151556969,0.0519517436623573,109.124687194824,108.949241638184,109.01976776123,2.49978446960449,120.03923034668,120.16773223877,121.018280029297,121.075012207031,119.986297607422,119.992179870605,0,0,0,109.096000671387,108.800003051758,108.73999786377,108.099998474121,78.6600036621094,73.4700012207031,69.8580017089844,
3.5,,,,108.719024658203,110.532775878906,108.958190917969,78.3992919921875,108.158355712891,108.581481933594,110.530899047852,108.793792724609,68.2647018432617,107.975929260254,108.598342895508,110.41136932373,108.849304199219,77.5793762207031,108.048179626465,106.845390319824,110.454833984375,106.845390319824,103.659591674805,106.522125244141,106.698028564453,110.472717285156,106.698028564453,103.532287597656,106.367919921875,106.727104187012,110.330383300781,106.727104187012,103.536773681641,106.405639648438,109.752227783203,109.862899780273,109.848968505859,101.685859680176,109.737403869629,109.576019287109,109.682350158691,109.670516967773,101.706680297852,109.560363769531,109.648544311523,109.760246276855,109.746772766113,101.560958862305,109.633781433105,108.292495727539,108.162391662598,108.165863037109,106.689270019531,106.523818969727,106.573257446289,112.129959106445,111.964492797852,112.013938903809,0.00347630772739649,0.0494399741292,109.148742675781,108.973251342773,109.043869018555,2.44944190979004,119.771537780762,120.16773223877,120.883605957031,121.075012207031,119.741096496582,119.992179870605,0,0,0,109.091995239258,108.800003051758,108.729995727539,108.099998474121,79.0700073242188,73.6650009155273,69.890998840332,
3.625,,,,108.60107421875,110.532775878906,109.007354736328,78.3992919921875,108.193954467773,108.442733764648,110.530899047852,108.840225219727,68.2647018432617,108.015869140625,108.480827331543,110.41136932373,108.894309997559,77.5793762207031,108.079795837402,107.071762084961,110.454833984375,107.071762084961,103.659591674805,106.839263916016,106.918449401855,110.472717285156,106.918449401855,103.532287597656,106.683891296387,106.953948974609,110.330383300781,106.953948974609,103.536773681641,106.722480773926,109.816398620605,109.88013458252,109.88013458252,101.685859680176,109.741676330566,109.641426086426,109.704399108887,109.704399108887,101.706680297852,109.568832397461,109.709289550781,109.773666381836,109.773666381836,101.560958862305,109.647254943848,108.468971252441,108.28263092041,108.354293823242,106.764465332031,106.597946166992,106.64852142334,112.357551574707,112.191024780273,112.241600036621,0.0716552212834358,0.0505713894963264,109.173553466797,108.998092651367,109.068588256836,2.40014457702637,120.106323242188,120.16773223877,121.103118896484,121.103118896484,120.095664978027,120.095664978027,0,0,0,109.087997436523,108.800003051758,108.720001220703,108.099998474121,79.4800033569336,73.8600006103516,69.9240036010742,
3.75,,,,108.416488647461,110.532775878906,109.015037536621,78.3992919921875,108.206924438477,108.25138092041,110.530899047852,108.851509094238,68.2647018432617,108.032524108887,108.296737670898,110.41136932373,108.904335021973,77.5793762207031,108.092964172363,107.253425598145,110.454833984375,107.298049926758,103.659591674805,107.096092224121,107.097808837891,110.472717285156,107.143203735352,103.532287597656,106.941207885742,107.135917663574,110.330383300781,107.181976318359,103.536773681641,106.977874755859,109.758308410645,109.88013458252,109.830276489258,101.685859680176,109.75163269043,109.578666687012,109.704399108887,109.656364440918,101.706680297852,109.573394775391,109.661254882813,109.773666381836,109.729751586914,101.560958862305,109.652519226074,108.435653686523,108.267517089844,108.320304870605,106.831886291504,106.665283203125,106.715965270996,112.572189331055,112.40559387207,112.456275939941,0.0527843795716763,0.0506784468889236,109.194366455078,109.018745422363,109.089706420898,2.35346269607544,119.908920288086,120.16773223877,120.891540527344,121.103118896484,119.762306213379,120.095664978027,0,0,0,109.083999633789,108.800003051758,108.709999084473,108.099998474121,79.890007019043,74.0550003051758,69.9570007324219,
3.875,,,,108.251068115234,110.532775878906,109.008911132813,78.3992919921875,108.207427978516,108.099609375,110.530899047852,108.843734741211,68.2647018432617,108.025802612305,108.132446289063,110.41136932373,108.898162841797,77.5793762207031,108.094947814941,107.409484863281,110.454833984375,107.490829467773,103.659591674805,107.285186767578,107.25479888916,110.472717285156,107.334564208984,103.532287597656,107.130126953125,107.292434692383,110.330383300781,107.374908447266,103.536773681641,107.168197631836,109.743865966797,109.88013458252,109.861557006836,101.685859680176,109.743865966797,109.569686889648,109.704399108887,109.686134338379,101.706680297852,109.569686889648,109.642608642578,109.773666381836,109.761352539063,101.560958862305,109.642608642578,108.46891784668,108.318954467773,108.354934692383,106.895553588867,106.72972869873,106.779724121094,112.778274536133,112.612449645996,112.662437438965,0.0359731689095497,0.0499959215521812,109.213218688965,109.037658691406,109.108688354492,2.30792808532715,119.861640930176,120.16773223877,120.904190063477,121.103118896484,119.810104370117,120.095664978027,0,0,0,109.080001831055,108.800003051758,108.699996948242,108.099998474121,80.3000030517578,74.25,69.9899978637695,
4,,,,108.365898132324,110.532775878906,109.023056030273,78.3992919921875,108.212051391602,108.182052612305,110.530899047852,108.853439331055,68.2647018432617,108.03271484375,108.24967956543,110.41136932373,108.908836364746,77.5793762207031,108.09561920166,107.583549499512,110.454833984375,107.657043457031,103.659591674805,107.419052124023,107.422782897949,110.472717285156,107.498558044434,103.532287597656,107.265960693359,107.466781616211,110.330383300781,107.54052734375,103.536773681641,107.301063537598,109.833969116211,109.892364501953,109.892364501953,101.685859680176,109.741584777832,109.652755737305,109.712005615234,109.712005615234,101.706680297852,109.568092346191,109.727493286133,109.786033630371,109.786033630371,101.560958862305,109.639923095703,108.744087219238,108.550186157227,108.628883361816,106.966972351074,106.799835205078,106.851165771484,112.987564086914,112.820426940918,112.871772766113,0.078695073723793,0.0513423979282379,109.234024047852,109.058258056641,109.129417419434,2.25842928886414,120.045936584473,120.16773223877,121.174453735352,121.174453735352,120.019287109375,120.095664978027,0,0,0,109.075996398926,108.800003051758,108.689994812012,108.099998474121,80.7300033569336,74.4449996948242,70.0230026245117,
4.125,,,,108.634735107422,110.532775878906,109.016082763672,78.3992919921875,108.217086791992,108.453063964844,110.530899047852,108.851020812988,68.2647018432617,108.032295227051,108.519706726074,110.41136932373,108.903427124023,77.5793762207031,108.09952545166,107.755599975586,110.454833984375,107.798347473145,103.659591674805,107.565505981445,107.594459533691,110.472717285156,107.639846801758,103.532287597656,107.404586791992,107.638740539551,110.330383300781,107.681816101074,103.536773681641,107.448539733887,109.789649963379,109.892364501953,109.841934204102,101.685859680176,109.771339416504,109.608757019043,109.712005615234,109.663299560547,101.706680297852,109.593078613281,109.691017150879,109.786033630371,109.734786987305,101.560958862305,109.663772583008,108.878242492676,108.717353820801,108.760307312012,107.039123535156,106.872268676758,106.923225402832,113.193359375,113.026512145996,113.07746887207,0.0429574958980083,0.0509532988071442,109.251945495605,109.07600402832,109.147552490234,2.20373463630676,119.972412109375,120.16773223877,120.961761474609,121.174453735352,120.005020141602,120.095664978027,0,0,0,109.071998596191,108.800003051758,108.680000305176,108.099998474121,81.1600036621094,74.6399993896484,70.0559997558594,
